catalogNumber	Title	bibliographicCitation	identifier	creator
451774947	Parasitism of the harmful dinoflagellates in Korean coastal waters	Harmful Algae 30 (S1), S62-S74 (2013)	10.1016/j.hal.2013.10.007	Park,M.G. Kim,S. Shin,E.-Y. Yih,W. Coats,D.W.
451774948	Parasitism of the harmful dinoflagellates in Korean coastal waters	Harmful Algae 30 (S1), S62-S74 (2013)	10.1016/j.hal.2013.10.007	Park,M.G. Kim,S. Shin,E.-Y. Yih,W. Coats,D.W.
451774949	Parasitism of the harmful dinoflagellates in Korean coastal waters	Harmful Algae 30 (S1), S62-S74 (2013)	10.1016/j.hal.2013.10.007	Park,M.G. Kim,S. Shin,E.-Y. Yih,W. Coats,D.W.
1904453327	Parasitoid chytridiomycete Ericiomyces syringoforeus gen. et sp. nov. has unique cellular structures to infect the host	Mycol Prog 20 (2), 95-109 (2021)	10.1007/s11557-020-01652-x	Karpov,S.A. Rene,A. Vishnyakov,A.E. Seto,K. Alacid,E. Paloheimo,A. Kagami,M. Kremp,A. Garces,E.
1904453328	Parasitoid chytridiomycete Ericiomyces syringoforeus gen. et sp. nov. has unique cellular structures to infect the host	Mycol Prog 20 (2), 95-109 (2021)	10.1007/s11557-020-01652-x	Karpov,S.A. Rene,A. Vishnyakov,A.E. Seto,K. Alacid,E. Paloheimo,A. Kagami,M. Kremp,A. Garces,E.
1904453329	Parasitoid chytridiomycete Ericiomyces syringoforeus gen. et sp. nov. has unique cellular structures to infect the host	Mycol Prog 20 (2), 95-109 (2021)	10.1007/s11557-020-01652-x	Karpov,S.A. Rene,A. Vishnyakov,A.E. Seto,K. Alacid,E. Paloheimo,A. Kagami,M. Kremp,A. Garces,E.
6523844	Parvilucifera infectans gen.et sp. nov. (Perkinsozoa phylum nov.): A Parasitic Flagellate Capable of Killing Toxic Algae	Eur. J. Protistol. 35, 233-254 (1999)	10.1016/S0932-4739(99)80001-7	Noren,F. Moestrup,O. Rehnstam-Holm,A.-S.
1825571614	Parvilucifera multicavata sp. nov. (Alveolata, Perkinsozoa), a New Parasitoid Infecting Marine Dinoflagellates Having Abundant Apertures on the Sporangium	Protist 171 (4), 125743 (2020)	10.1016/j.protis.2020.125743	Jeon,B.S. Park,M.G.
1825571619	Parvilucifera multicavata sp. nov. (Alveolata, Perkinsozoa), a New Parasitoid Infecting Marine Dinoflagellates Having Abundant Apertures on the Sporangium	Protist 171 (4), 125743 (2020)	10.1016/j.protis.2020.125743	Jeon,B.S. Park,M.G.
1825571642	Parvilucifera multicavata sp. nov. (Alveolata, Perkinsozoa), a New Parasitoid Infecting Marine Dinoflagellates Having Abundant Apertures on the Sporangium	Protist 171 (4), 125743 (2020)	10.1016/j.protis.2020.125743	Jeon,B.S. Park,M.G.
1825571644	Parvilucifera multicavata sp. nov. (Alveolata, Perkinsozoa), a New Parasitoid Infecting Marine Dinoflagellates Having Abundant Apertures on the Sporangium	Protist 171 (4), 125743 (2020)	10.1016/j.protis.2020.125743	Jeon,B.S. Park,M.G.
554521735	Parvilucifera rostrata sp. nov. (Perkinsozoa), a Novel Parasitoid that Infects Planktonic Dinoflagellates	Protist 165 (1), 31-49 (2014)	10.1016/j.protis.2013.09.005	Lepelletier,F. Karpov,S.A. Le Panse,S. Bigeard,E. Skovgaard,A. Jeanthon,C. Guillou,L.
554521736	Parvilucifera rostrata sp. nov. (Perkinsozoa), a Novel Parasitoid that Infects Planktonic Dinoflagellates	Protist 165 (1), 31-49 (2014)	10.1016/j.protis.2013.09.005	Lepelletier,F. Karpov,S.A. Le Panse,S. Bigeard,E. Skovgaard,A. Jeanthon,C. Guillou,L.
554521737	Parvilucifera rostrata sp. nov. (Perkinsozoa), a Novel Parasitoid that Infects Planktonic Dinoflagellates	Protist 165 (1), 31-49 (2014)	10.1016/j.protis.2013.09.005	Lepelletier,F. Karpov,S.A. Le Panse,S. Bigeard,E. Skovgaard,A. Jeanthon,C. Guillou,L.
554521738	Parvilucifera rostrata sp. nov. (Perkinsozoa), a Novel Parasitoid that Infects Planktonic Dinoflagellates	Protist 165 (1), 31-49 (2014)	10.1016/j.protis.2013.09.005	Lepelletier,F. Karpov,S.A. Le Panse,S. Bigeard,E. Skovgaard,A. Jeanthon,C. Guillou,L.
554521741	Parvilucifera rostrata sp. nov. (Perkinsozoa), a Novel Parasitoid that Infects Planktonic Dinoflagellates	Protist 165 (1), 31-49 (2014)	10.1016/j.protis.2013.09.005	Lepelletier,F. Karpov,S.A. Le Panse,S. Bigeard,E. Skovgaard,A. Jeanthon,C. Guillou,L.
1917194505	Pathogen inferred to have dispersed thousands of kilometres at sea, infecting multiple keystone kelp species	Marine Biology (2021) 168:47	https://doi.org/10.1007/s00227-021-03853-8	Mabey,A. Parvizi,E. Fraser,C.
1279702494	Pathogenic Labyrinthula associated with Australian seagrasses: Considerations for seagrass wasting disease in the southern hemisphere	Microbiol. Res. 206, 74-81 (2018)	10.1016/j.micres.2017.10.003	Trevathan-Tackett,S.M. Sullivan,B.K. Robinson,K. Lilje,O. Macreadie,P.I. Gleason,F.H.
1279702495	Pathogenic Labyrinthula associated with Australian seagrasses: Considerations for seagrass wasting disease in the southern hemisphere	Microbiol. Res. 206, 74-81 (2018)	10.1016/j.micres.2017.10.003	Trevathan-Tackett,S.M. Sullivan,B.K. Robinson,K. Lilje,O. Macreadie,P.I. Gleason,F.H.
1279702496	Pathogenic Labyrinthula associated with Australian seagrasses: Considerations for seagrass wasting disease in the southern hemisphere	Microbiol. Res. 206, 74-81 (2018)	10.1016/j.micres.2017.10.003	Trevathan-Tackett,S.M. Sullivan,B.K. Robinson,K. Lilje,O. Macreadie,P.I. Gleason,F.H.
1279702497	Pathogenic Labyrinthula associated with Australian seagrasses: Considerations for seagrass wasting disease in the southern hemisphere	Microbiol. Res. 206, 74-81 (2018)	10.1016/j.micres.2017.10.003	Trevathan-Tackett,S.M. Sullivan,B.K. Robinson,K. Lilje,O. Macreadie,P.I. Gleason,F.H.
1279702498	Pathogenic Labyrinthula associated with Australian seagrasses: Considerations for seagrass wasting disease in the southern hemisphere	Microbiol. Res. 206, 74-81 (2018)	10.1016/j.micres.2017.10.003	Trevathan-Tackett,S.M. Sullivan,B.K. Robinson,K. Lilje,O. Macreadie,P.I. Gleason,F.H.
1279702499	Pathogenic Labyrinthula associated with Australian seagrasses: Considerations for seagrass wasting disease in the southern hemisphere	Microbiol. Res. 206, 74-81 (2018)	10.1016/j.micres.2017.10.003	Trevathan-Tackett,S.M. Sullivan,B.K. Robinson,K. Lilje,O. Macreadie,P.I. Gleason,F.H.
1279702500	Pathogenic Labyrinthula associated with Australian seagrasses: Considerations for seagrass wasting disease in the southern hemisphere	Microbiol. Res. 206, 74-81 (2018)	10.1016/j.micres.2017.10.003	Trevathan-Tackett,S.M. Sullivan,B.K. Robinson,K. Lilje,O. Macreadie,P.I. Gleason,F.H.
1279702501	Pathogenic Labyrinthula associated with Australian seagrasses: Considerations for seagrass wasting disease in the southern hemisphere	Microbiol. Res. 206, 74-81 (2018)	10.1016/j.micres.2017.10.003	Trevathan-Tackett,S.M. Sullivan,B.K. Robinson,K. Lilje,O. Macreadie,P.I. Gleason,F.H.
1279702502	Pathogenic Labyrinthula associated with Australian seagrasses: Considerations for seagrass wasting disease in the southern hemisphere	Microbiol. Res. 206, 74-81 (2018)	10.1016/j.micres.2017.10.003	Trevathan-Tackett,S.M. Sullivan,B.K. Robinson,K. Lilje,O. Macreadie,P.I. Gleason,F.H.
1279702503	Pathogenic Labyrinthula associated with Australian seagrasses: Considerations for seagrass wasting disease in the southern hemisphere	Microbiol. Res. 206, 74-81 (2018)	10.1016/j.micres.2017.10.003	Trevathan-Tackett,S.M. Sullivan,B.K. Robinson,K. Lilje,O. Macreadie,P.I. Gleason,F.H.
1113017085	Pathogens of brown algae: culture studies of Anisolpidium ectocarpii and A. rosenvingei reveal that the Anisolpidiales are uniflagellated oomycetes	European Journal of Phycology (2017) 52:2, 133-14	DOI: 10.1080/09670262.2016.1252857	Gachon,C. Strittmatter,M. Badis,Y. Fletcher,K. van West,P. Mueller,D.
1113729001	Pathogens of brown algae: culture studies of Anisolpidium ectocarpii and A. rosenvingei reveal that the Anisolpidiales are uniflagellated oomycetes	European Journal of Phycology (2017) 52:2, 133-14	DOI: 10.1080/09670262.2016.1252857	Gachon,C. Strittmatter,M. Badis,Y. Fletcher,K. van West,P. Mueller,D.
1113729006	Pathogens of brown algae: culture studies of Anisolpidium ectocarpii and A. rosenvingei reveal that the Anisolpidiales are uniflagellated oomycetes	European Journal of Phycology (2017) 52:2, 133-14	DOI: 10.1080/09670262.2016.1252857	Gachon,C. Strittmatter,M. Badis,Y. Fletcher,K. van West,P. Mueller,D.
1280964142	Pendulichytrium sphaericum gen. et sp. nov. (Chytridiales, Chytriomycetaceae), a new chytrid parasitic on the diatom, Aulacoseira granulata	Mycoscience 59, 59-66 (2018)	https://doi.org/10.1016/j.myc.2017.08.004	Seto,K. Degawa,Y.
1280964143	Pendulichytrium sphaericum gen. et sp. nov. (Chytridiales, Chytriomycetaceae), a new chytrid parasitic on the diatom, Aulacoseira granulata	Mycoscience 59, 59-66 (2018)	https://doi.org/10.1016/j.myc.2017.08.004	Seto,K. Degawa,Y.
1280964144	Pendulichytrium sphaericum gen. et sp. nov. (Chytridiales, Chytriomycetaceae), a new chytrid parasitic on the diatom, Aulacoseira granulata	Mycoscience 59, 59-66 (2018)	https://doi.org/10.1016/j.myc.2017.08.004	Seto,K. Degawa,Y.
1399224105	Pendulichytrium sphaericum gen. et sp. nov. (Chytridiales, Chytriomycetaceae), a new chytrid parasitic on the diatom, Aulacoseira granulata	Mycoscience 59, 59-66 (2018)	https://doi.org/10.1016/j.myc.2017.08.004	Seto,K. Degawa,Y.
1433537383	Pendulichytrium sphaericum gen. et sp. nov. (Chytridiales, Chytriomycetaceae), a new chytrid parasitic on the diatom, Aulacoseira granulata	Mycoscience 59, 59-66 (2018)	https://doi.org/10.1016/j.myc.2017.08.004	Seto,K. Degawa,Y.
1483613918	Pendulichytrium sphaericum gen. et sp. nov. (Chytridiales, Chytriomycetaceae), a new chytrid parasitic on the diatom, Aulacoseira granulata	Mycoscience 59, 59-66 (2018)	https://doi.org/10.1016/j.myc.2017.08.004	Seto,K. Degawa,Y.
159460256	Phylogenetic affinities of two eukaryotic pathogens of marine macroalgae, Eurychasma dicksonii (Wright) Magnus and Chytridium polysiphoniae Cohn	Cryptogam., Algol. 27 (2), 165-184 (2006)	NA	Kupper,F.C. Maier,I. Muller,D.G. Loiseaux-de Goer,S. Guillou,L.
20384696	Phylogenetic affinities of two eukaryotic pathogens of marine macroalgae, Eurychasma dicksonii (Wright) Magnus and Chytridium polysiphoniae Cohn	Cryptogam., Algol. 27 (2), 165-184 (2006)	NA	Kupper,F.C. Maier,I. Muller,D.G. Loiseaux-de Goer,S. Guillou,L.
41079404	Phylogenetic analysis of two clades in the Chytridiales (Chytridiomycota)	Unpublished	NA	Letcher,P.M. Powell,M.J.
41327319	Phylogenetic Analysis of two clades in the Chytridiales (Chytridiomycota)	Unpublished	NA	Letcher,P.M. Powell,M.J.
343456250	Phylogenetic composition and distribution of picoeukaryotes in the hypoxic northwestern coast of the Gulf of Mexico	Microbiologyopen 2 (1), 130-143 (2013)	10.1002/mbo3.57	Rocke,E. Jing,H. Liu,H.
13160647	Phylogenetic position of Cryothecomonas inferred from nuclear-encoded small subunit ribosomal RNA	Protist 151 (4), 337-345 (2000)	1434-4610/00/151/04-337	Kuhn,S. Lange,M. Medlin,L.K.
13160648	Phylogenetic position of Cryothecomonas inferred from nuclear-encoded small subunit ribosomal RNA	Protist 151 (4), 337-345 (2000)	1434-4610/00/151/04-337	Kuhn,S. Lange,M. Medlin,L.K.
13160651	Phylogenetic position of Cryothecomonas inferred from nuclear-encoded small subunit ribosomal RNA	Protist 151 (4), 337-345 (2000)	1434-4610/00/151/04-337	Kuhn,S. Lange,M. Medlin,L.K.
1080114025	Phylogenetic Position of Parasitic Chytrids on Diatoms: Characterization of a Novel Clade in Chytridiomycota	J. Eukaryot. Microbiol. 64 (3), 383-393 (2017)	10.1111/jeu.12373	Seto,K. Kagami,M. Degawa,Y.
1080114026	Phylogenetic Position of Parasitic Chytrids on Diatoms: Characterization of a Novel Clade in Chytridiomycota	J. Eukaryot. Microbiol. 64 (3), 383-393 (2017)	10.1111/jeu.12373	Seto,K. Kagami,M. Degawa,Y.
1080114027	Phylogenetic Position of Parasitic Chytrids on Diatoms: Characterization of a Novel Clade in Chytridiomycota	J. Eukaryot. Microbiol. 64 (3), 383-393 (2017)	10.1111/jeu.12373	Seto,K. Kagami,M. Degawa,Y.
1080114028	Phylogenetic Position of Parasitic Chytrids on Diatoms: Characterization of a Novel Clade in Chytridiomycota	J. Eukaryot. Microbiol. 64 (3), 383-393 (2017)	10.1111/jeu.12373	Seto,K. Kagami,M. Degawa,Y.
1080114029	Phylogenetic Position of Parasitic Chytrids on Diatoms: Characterization of a Novel Clade in Chytridiomycota	J. Eukaryot. Microbiol. 64 (3), 383-393 (2017)	10.1111/jeu.12373	Seto,K. Kagami,M. Degawa,Y.
1080114030	Phylogenetic Position of Parasitic Chytrids on Diatoms: Characterization of a Novel Clade in Chytridiomycota	J. Eukaryot. Microbiol. 64 (3), 383-393 (2017)	10.1111/jeu.12373	Seto,K. Kagami,M. Degawa,Y.
1080114031	Phylogenetic Position of Parasitic Chytrids on Diatoms: Characterization of a Novel Clade in Chytridiomycota	J. Eukaryot. Microbiol. 64 (3), 383-393 (2017)	10.1111/jeu.12373	Seto,K. Kagami,M. Degawa,Y.
1080114032	Phylogenetic Position of Parasitic Chytrids on Diatoms: Characterization of a Novel Clade in Chytridiomycota	J. Eukaryot. Microbiol. 64 (3), 383-393 (2017)	10.1111/jeu.12373	Seto,K. Kagami,M. Degawa,Y.
1080114033	Phylogenetic Position of Parasitic Chytrids on Diatoms: Characterization of a Novel Clade in Chytridiomycota	J. Eukaryot. Microbiol. 64 (3), 383-393 (2017)	10.1111/jeu.12373	Seto,K. Kagami,M. Degawa,Y.
1080114034	Phylogenetic Position of Parasitic Chytrids on Diatoms: Characterization of a Novel Clade in Chytridiomycota	J. Eukaryot. Microbiol. 64 (3), 383-393 (2017)	10.1111/jeu.12373	Seto,K. Kagami,M. Degawa,Y.
1080114035	Phylogenetic Position of Parasitic Chytrids on Diatoms: Characterization of a Novel Clade in Chytridiomycota	J. Eukaryot. Microbiol. 64 (3), 383-393 (2017)	10.1111/jeu.12373	Seto,K. Kagami,M. Degawa,Y.
1080114037	Phylogenetic Position of Parasitic Chytrids on Diatoms: Characterization of a Novel Clade in Chytridiomycota	J. Eukaryot. Microbiol. 64 (3), 383-393 (2017)	10.1111/jeu.12373	Seto,K. Kagami,M. Degawa,Y.
225691129	Phylogenetic position of the genus Mesochytrium (Chytridiomycota) based on zoospore ultrastructure and 18S and 28S rRNA gene sequences	Nova Hedwigia 90 (1-2), 81-94 (2010)	10.1127/0029-5035/2010/0090-0081	Letcher,P.M. Karpov,S.A. Mamkaeva,M.A. Mamkaeva,K.A.
225691132	Phylogenetic position of the genus Mesochytrium (Chytridiomycota) based on zoospore ultrastructure and 18S and 28S rRNA gene sequences	Nova Hedwigia 90 (1-2), 81-94 (2010)	10.1127/0029-5035/2010/0090-0081	Letcher,P.M. Karpov,S.A. Mamkaeva,M.A. Mamkaeva,K.A.
225691133	Phylogenetic position of the genus Mesochytrium (Chytridiomycota) based on zoospore ultrastructure and 18S and 28S rRNA gene sequences	Nova Hedwigia 90 (1-2), 81-94 (2010)	10.1127/0029-5035/2010/0090-0081	Letcher,P.M. Karpov,S.A. Mamkaeva,M.A. Mamkaeva,K.A.
225691136	Phylogenetic position of the genus Mesochytrium (Chytridiomycota) based on zoospore ultrastructure and 18S and 28S rRNA gene sequences	Nova Hedwigia 90 (1-2), 81-94 (2010)	10.1127/0029-5035/2010/0090-0081	Letcher,P.M. Karpov,S.A. Mamkaeva,M.A. Mamkaeva,K.A.
40644654	Phylogenetic position of the parasitoid nanoflagellate Pirsonia inferred from nuclear-encoded small subunit ribosomal DNA and a description of Pseudopirsonia n. gen. and Pseudopirsonia mucosa (Drebes) comb. nov	Protist 155 (2), 143-156 (2004)	10.1078/143446104774199556	Kuhn,S. Medlin,L. Eller,G.
40644655	Phylogenetic position of the parasitoid nanoflagellate Pirsonia inferred from nuclear-encoded small subunit ribosomal DNA and a description of Pseudopirsonia n. gen. and Pseudopirsonia mucosa (Drebes) comb. nov	Protist 155 (2), 143-156 (2004)	10.1078/143446104774199556	Kuhn,S. Medlin,L. Eller,G.
40644656	Phylogenetic position of the parasitoid nanoflagellate Pirsonia inferred from nuclear-encoded small subunit ribosomal DNA and a description of Pseudopirsonia n. gen. and Pseudopirsonia mucosa (Drebes) comb. nov	Protist 155 (2), 143-156 (2004)	10.1078/143446104774199556	Kuhn,S. Medlin,L. Eller,G.
40644657	Phylogenetic position of the parasitoid nanoflagellate Pirsonia inferred from nuclear-encoded small subunit ribosomal DNA and a description of Pseudopirsonia n. gen. and Pseudopirsonia mucosa (Drebes) comb. nov	Protist 155 (2), 143-156 (2004)	10.1078/143446104774199556	Kuhn,S. Medlin,L. Eller,G.
40644658	Phylogenetic position of the parasitoid nanoflagellate Pirsonia inferred from nuclear-encoded small subunit ribosomal DNA and a description of Pseudopirsonia n. gen. and Pseudopirsonia mucosa (Drebes) comb. nov	Protist 155 (2), 143-156 (2004)	10.1078/143446104774199556	Kuhn,S. Medlin,L. Eller,G.
40644659	Phylogenetic position of the parasitoid nanoflagellate Pirsonia inferred from nuclear-encoded small subunit ribosomal DNA and a description of Pseudopirsonia n. gen. and Pseudopirsonia mucosa (Drebes) comb. nov	Protist 155 (2), 143-156 (2004)	10.1078/143446104774199556	Kuhn,S. Medlin,L. Eller,G.
40644660	Phylogenetic position of the parasitoid nanoflagellate Pirsonia inferred from nuclear-encoded small subunit ribosomal DNA and a description of Pseudopirsonia n. gen. and Pseudopirsonia mucosa (Drebes) comb. nov	Protist 155 (2), 143-156 (2004)	10.1078/143446104774199556	Kuhn,S. Medlin,L. Eller,G.
40644661	Phylogenetic position of the parasitoid nanoflagellate Pirsonia inferred from nuclear-encoded small subunit ribosomal DNA and a description of Pseudopirsonia n. gen. and Pseudopirsonia mucosa (Drebes) comb. nov	Protist 155 (2), 143-156 (2004)	10.1078/143446104774199556	Kuhn,S. Medlin,L. Eller,G.
1391849642	Phylogeny of Miracula helgolandica gen. et sp. nov. and Olpidiopsis drebesii sp. nov., two basal oomycete parasitoids of marine diatoms, with notes on the taxonomy of Ectrogella-like species	Mycol. Prog. 16 (11-12), 1041-1050 (2017)	https://doi.org/10.1007/s11557-017-1345-6	Buaya,A.T. Ploch,S. Hanic,L. Nam,B. Nigrelli,L. Kraberg,A. Thines,M.
1391849643	Phylogeny of Miracula helgolandica gen. et sp. nov. and Olpidiopsis drebesii sp. nov., two basal oomycete parasitoids of marine diatoms, with notes on the taxonomy of Ectrogella-like species	Mycol. Prog. 16 (11-12), 1041-1050 (2017)	https://doi.org/10.1007/s11557-017-1345-6	Buaya,A.T. Ploch,S. Hanic,L. Nam,B. Nigrelli,L. Kraberg,A. Thines,M.
530788911	Phylogeny of the genus Synchytrium and the development of TaqMan PCR assay for sensitive detection of Synchytrium endobioticum in soil	Phytopathology, 104 (4), 2014	10.1094/PHYTO-05-13-0144-R	Smith,D.S. Rocheleau,H. Chapados,J.T. Abbott,C. Ribero,S. Redhead,S.A. Levesque,C.A. De Boer,S.H.
2308266398	Pontisma blauvikense sp. nov. the first member of the early-diverging oomycete genus Pontisma parasitizing brown algae	Journal of Eukaryotic Microbiology (2023) 70(2), e12957	10.1111/jeu.12957	Buaya,A. Tsai,I. Thines,M.
317420231	Possible implications of chytrid parasitism for population subdivision in freshwater cyanobacteria of the genus planktothrix	Appl. Environ. Microbiol. 77 (4), 1344-1351 (2011)	10.1128/AEM.02153-10	Sonstebo,J.H. Rohrlack,T.
317420232	Possible implications of chytrid parasitism for population subdivision in freshwater cyanobacteria of the genus planktothrix	Appl. Environ. Microbiol. 77 (4), 1344-1351 (2011)	10.1128/AEM.02153-10	Sonstebo,J.H. Rohrlack,T.
32395586	Primers for the specific amplification of Amoebophrya small subunit rRNA sequences	Unpublished	NA	John,S.A. Harmon,B.W. Coats,D.W. Gunderson,J.H.
32395587	Primers for the specific amplification of Amoebophrya small subunit rRNA sequences	Unpublished	NA	John,S.A. Harmon,B.W. Coats,D.W. Gunderson,J.H.
32395588	Primers for the specific amplification of Amoebophrya small subunit rRNA sequences	Unpublished	NA	John,S.A. Harmon,B.W. Coats,D.W. Gunderson,J.H.
1767253969	Quaeritorhiza haematococci is a new species of parasitic chytrid of the commercially grown alga, Haematococcus pluvialis	Mycologia (2020) 112(3), 606-615	10.1080/00275514.2020.1730136	Longcore,J.E. Qin,S. Simmons,D.R. James,T.Y.
1767255581	Quaeritorhiza haematococci is a new species of parasitic chytrid of the commercially grown alga, Haematococcus pluvialis	Mycologia (2020) 112(3), 606-615	10.1080/00275514.2020.1730136	Longcore,J.E. Qin,S. Simmons,D.R. James,T.Y.
1845941597	Quaeritorhiza haematococci is a new species of parasitic chytrid of the commercially grown alga, Haematococcus pluvialis	Mycologia (2020) 112(3), 606-615	10.1080/00275514.2020.1730136	Longcore,J.E. Qin,S. Simmons,D.R. James,T.Y.
1971582443	Range expansion of Marinomyxa marina, a phytomyxid parasite of the invasive seagrass Halophila stipulacea, to the Caribbean	Aquat Bot 182, 103554 (2022)	10.1016/j.aquabot.2022.103554	Kolatkova,V. Smulders,F.O. Ward,E.A. Vohnik,M.
1971582446	Range expansion of Marinomyxa marina, a phytomyxid parasite of the invasive seagrass Halophila stipulacea, to the Caribbean	Aquat Bot 182, 103554 (2022)	10.1016/j.aquabot.2022.103554	Kolatkova,V. Smulders,F.O. Ward,E.A. Vohnik,M.
1971582448	Range expansion of Marinomyxa marina, a phytomyxid parasite of the invasive seagrass Halophila stipulacea, to the Caribbean	Aquat Bot 182, 103554 (2022)	10.1016/j.aquabot.2022.103554	Kolatkova,V. Smulders,F.O. Ward,E.A. Vohnik,M.
1971582451	Range expansion of Marinomyxa marina, a phytomyxid parasite of the invasive seagrass Halophila stipulacea, to the Caribbean	Aquat Bot 182, 103554 (2022)	10.1016/j.aquabot.2022.103554	Kolatkova,V. Smulders,F.O. Ward,E.A. Vohnik,M.
1428079768	Rediscovering Zygorhizidium affluens Canter - Molecular taxonomy, infectious cycle, and cryopreservation of a chytrid infecting the bloom-forming diatom Asterionella formosa	Applied and environmental microbiology (2018) 84(23), e01826-18.	10.1128/AEM.01826-18	Rad-Menendez,C. Gerphagnon,M. Garvetto,A. Arce,P. Badis,Y. Sime-Ngando,T. Gachon,C.M.
1481899891	Rediscovery and phylogenetic placement of Olpidiopsis gillii (de Wildeman) Friedmann, a holocarpic oomycete parasitoid of freshwater diatoms	Mycoscience 60 (2019) 141e146	https://doi.org/10.1016/j.myc.2019.01.002	Buaya,A., Ploch,S. and Thines,M.
2309593657	Rediscovery and phylogenetic placement of Olpidiopsis gillii (de Wildeman) Friedmann, a holocarpic oomycete parasitoid of freshwater diatoms	Mycoscience 60 (2019) 141e146	https://doi.org/10.1016/j.myc.2019.01.002	Buaya,A., Ploch,S. and Thines,M.
1254400056	Revisiting the Parvilucifera infectans / P. sinerae (Alveolata, Perkinsozoa) species complex, two parasitoids of dinoflagellates	Algae 33 (1), 1-19 (2018)	 10.4490/algae.2018.33.3.6 	Jeon,B.S. Nam,S.W. Kim,S. Park,M.G.
1263973595	Revisiting the Parvilucifera infectans / P. sinerae (Alveolata, Perkinsozoa) species complex, two parasitoids of dinoflagellates	Algae 33 (1), 1-19 (2018)	 10.4490/algae.2018.33.3.6 	Jeon,B.S. Nam,S.W. Kim,S. Park,M.G.
209165420	Rhizidium phycophilum, a new species in Chytridiales	Mycologia 101 (5), 696-706 (2009)	https://doi.org/10.3852/08-194	Picard,K.T. Letcher,P.M. Powell,M.J.
209165421	Rhizidium phycophilum, a new species in Chytridiales	Mycologia 101 (5), 696-706 (2009)	https://doi.org/10.3852/08-194	Picard,K.T. Letcher,P.M. Powell,M.J.
209165422	Rhizidium phycophilum, a new species in Chytridiales	Mycologia 101 (5), 696-706 (2009)	https://doi.org/10.3852/08-194	Picard,K.T. Letcher,P.M. Powell,M.J.
913748657	Rhizidium phycophilum, a new species in Chytridiales	Mycologia 101 (5), 696-706 (2009)	https://doi.org/10.3852/08-194	Picard,K.T. Letcher,P.M. Powell,M.J.
2165380855	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380856	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380857	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380858	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380859	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380860	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380861	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380862	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380863	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
